"Site","DxG_block","paddock","genus_species","species_code","height_cm","emerging_leaves","developed_leaves","scenesced_leaves","flower_heads","open_flowers","percent_green","lifespan","growth_form","photosynthetic_pathway","Date","Season","people","comments","leaf_thickness_.mm.","wet_leaf_weight_g","date_lab","people_lab","comments_lab","Dry_Biomass_min_Leaf_g","Dry_Leaf_Weight_g","Total.Area","NOTES","ID"
"TB",1,"LG","Vicia_americana","VIAM",9.4,5,14,0,5,0,100,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.27,"0.0709","5/28/22","KB_KVL","","0.2552","0.0167",3.325,"","VIAM_TB_1_LG"
"TB",1,"MG","Vicia_americana","VIAM",9.5,3,10,0,3,0,95,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.36,"0.0982","5/28/22","KB_KVL","","0.0249","0.1808",3.521,"","VIAM_TB_1_MG"
"TB",1,"HG","Vicia_americana","VIAM",9.1,5,5,0,7,0,95,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.38,"0.0741","5/28/22","KB_KVL","","0.1353","0.0610",2.806,"","VIAM_TB_1_HG"
"TB",2,"LG","Vicia_americana","VIAM",5.5,1,4,0,1,0,85,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.37,"0.0568","5/28/22","KB_KVL","","0.0351","0.0126",2.123,"","VIAM_TB_2_LG"
"TB",2,"MG","Vicia_americana","VIAM",12.6,2,7,0,6,0,98,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water",0.43,"0.0648","5/28/22","KB_KVL","","0.1597","0.0132",3.235,"","VIAM_TB_2_MG"
"TB",2,"HG","Vicia_americana","VIAM",5.9,1,5,0,0,0,100,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.4,"0.0324","5/29/22","KB_KVL","","0.0271","0.0085",1.464,"","VIAM_TB_2_HG"
"TB",3,"LG","Vicia_americana","VIAM",6.6,1,9,0,1,0,83,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.36,"0.0662","5/29/22","KB_KVL","","0.0987","0.0175",3.239,"","VIAM_TB_3_LG"
"TB",3,"MG","Vicia_americana","VIAM",9.5,3,15,0,2,7,90,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.39,"0.0724","5/29/22","KB_KVL","","0.3301","0.0206",2.881,"found, tb-b3-22-2","VIAM_TB_3_MG"
"TB",3,"HG","Vicia_americana","VIAM",8.5,0,21,1,0,0,90,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.37,"0.0812","5/29/22","KB_KVL","","0.32","0.0188",3.263,"","VIAM_TB_3_HG"
"FK",1,"LG","Vicia_americana","VIAM",NA,NA,NA,NA,NA,NA,NA,"","","","5/30/22","Early","KB_KVL","",NA,"","5/30/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",1,"MG","Vicia_americana","VIAM",NA,NA,NA,NA,NA,NA,NA,"","","","5/30/22","Early","KB_KVL","",NA,"","5/30/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",1,"HG","Vicia_americana","VIAM",NA,NA,NA,NA,NA,NA,NA,"","","","5/30/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",2,"LG","Vicia_americana","VIAM",NA,NA,NA,NA,NA,NA,NA,"","","","5/31/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",2,"MG","Vicia_americana","VIAM",NA,NA,NA,NA,NA,NA,NA,"","","","5/31/22","Early","KB_KVL","",0,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",2,"HG","Vicia_americana","VIAM",NA,NA,NA,NA,NA,NA,NA,"","","","5/31/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",3,"LG","Vicia_americana","VIAM",NA,NA,NA,NA,NA,NA,NA,"","","","6/1/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",3,"MG","Vicia_americana","VIAM",NA,NA,NA,NA,NA,NA,NA,"","","","6/1/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",3,"HG","Vicia_americana","VIAM",NA,NA,NA,NA,NA,NA,NA,"","","","6/1/22","Early","KB_KVL","",NA,"","6/2/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",1,"LG","Vulpia_octoflora","VUOC",5.4,0,2,0,1,0,95,"annual","graminoid","C3","5/25/22","Early","KB_GT_MF_KVL","Plant taken from B2LG",0.23,"0.0012","5/28/22","KB_KVL","","0.009","1e-05",0.094,"","VUOC_TB_1_LG"
"TB",1,"MG","Vulpia_octoflora","VUOC",4.6,0,3,2,1,0,100,"annual","graminoid","C3","5/25/22","Early","KB_GT_MF_KVL","",0.34,"0.0005","5/28/22","KB_KVL","","0.0058","0.0004",0.03,"","VUOC_TB_1_MG"
"TB",1,"HG","Vulpia_octoflora","VUOC",5,0,2,3,1,0,80,"annual","graminoid","C3","5/25/22","Early","KB_GT_MF_KVL","Plant from B2LG",0.27,"0.0005","5/28/22","KB_KVL","","0.0075","0.0194",0.03,"","VUOC_TB_1_HG"
"TB",2,"LG","Vulpia_octoflora","VUOC",4.9,0,3,1,1,0,99,"annual","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.4,"0.0013","5/28/22","KB_KVL","","0.0098","1e-05",0.066,"","VUOC_TB_2_LG"
"TB",2,"MG","Vulpia_octoflora","VUOC",3.4,0,3,0,2,0,90,"annual","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water",0.37,"0.0006","5/28/22","KB_KVL","","0.0020","1e-05",0.048,"","VUOC_TB_2_MG"
"TB",2,"HG","Vulpia_octoflora","VUOC",4.6,0,3,0,3,0,97,"annual","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.3,"0.0002","5/29/22","KB_KVL","","0.0024",NA,0.021,"","VUOC_TB_2_HG"
"TB",3,"LG","Vulpia_octoflora","VUOC",NA,NA,NA,NA,NA,NA,NA,"annual","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.35,"0.0006","5/29/22","KB_KVL","from B2LG bag that had 3 in it - no other traits ","0.0050","1e-05",0.047,"","VUOC_TB_3_LG"
"TB",3,"MG","Vulpia_octoflora","VUOC",NA,NA,NA,NA,NA,NA,NA,"annual","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.33,"0.0006","5/29/22","KB_KVL","","0.0029","1e-05",0.038,"","VUOC_TB_3_MG"
"TB",3,"HG","Vulpia_octoflora","VUOC",NA,NA,NA,NA,NA,NA,NA,"annual","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,"not collected","VUOC_TB_3_HG"
"FK",1,"LG","Vulpia_octoflora","VUOC",8.2,0,1,2,1,0,80,"annual","graminoid","C3","5/30/22","Early","KB_KVL","",0.34,"0.0012","5/30/22","KB_KVL","","0.008","0.0001",0.071,"","VUOC_FK_1_LG"
"FK",1,"MG","Vulpia_octoflora","VUOC",4.4,0,3,0,1,0,95,"annual","graminoid","C3","5/30/22","Early","KB_KVL","",0.32,"0.0003","5/30/22","KB_KVL","","0.0027","1e-05",0.022,"","VUOC_FK_1_MG"
"FK",1,"HG","Vulpia_octoflora","VUOC",5.2,0,2,1,1,0,90,"annual","graminoid","C3","5/30/22","Early","KB_KVL","",0.45,"0.0012","6/1/22","KB_KVL","","0.0052","0.0001",0.062,"found","VUOC_FK_1_HG"
"FK",2,"LG","Vulpia_octoflora","VUOC",6.9,1,1,4,1,0,60,"annual","graminoid","C3","5/31/22","Early","KB_KVL","",0.37,"0.0017","6/1/22","KB_KVL","","0.0102","0.0005",0.075,"","VUOC_FK_2_LG"
"FK",2,"MG","Vulpia_octoflora","VUOC",9.1,0,2,1,1,0,95,"annual","graminoid","C3","5/31/22","Early","KB_KVL","",0.33,"0.0007","6/1/22","KB_KVL","","0.0058","1e-05",0.049,"","VUOC_FK_2_MG"
"FK",2,"HG","Vulpia_octoflora","VUOC",8,0,2,0,1,0,95,"annual","graminoid","C3","5/31/22","Early","KB_KVL","",0.3,"0.0003","6/1/22","KB_KVL","","0.0063","1e-05",0.022,"","VUOC_FK_2_HG"
"FK",3,"LG","Vulpia_octoflora","VUOC",7.6,1,2,5,1,0,90,"annual","graminoid","C3","6/1/22","Early","KB_KVL","",0.3,"0.0006","6/1/22","KB_KVL","","0.0068","1e-05",0.029,"","VUOC_FK_3_LG"
"FK",3,"MG","Vulpia_octoflora","VUOC",6.2,0,1,3,1,0,80,"annual","graminoid","C3","6/1/22","Early","KB_KVL","",0.24,"0.0008","6/1/22","KB_KVL","","0.0056","1e-05",0.024,"","VUOC_FK_3_MG"
"FK",3,"HG","Vulpia_octoflora","VUOC",6.1,0,1,2,1,0,70,"annual","graminoid","C3","6/1/22","Early","KB_KVL","",0.37,"0.0013","6/2/22","KB_KVL","","0.0062","1e-05",NA,NA,NA
